order,mod,packageId,defName,label,techLevel,baseCost,techprints,tab,bench,facilities,prerequisites,file
2,Core,ludeon.rimworld,Prosthetics,prosthetics,Industrial,600,0,Main,,,Machining,Defs\ResearchProjectDefs\ResearchProjects_2_Electricity.xml
2,Core,ludeon.rimworld,Gunsmithing,gunsmithing,Industrial,500,0,Main,,,Machining,Defs\ResearchProjectDefs\ResearchProjects_2_Electricity.xml
2,Core,ludeon.rimworld,FlakArmor,flak armor,Industrial,1200,0,Main,,,Machining,Defs\ResearchProjectDefs\ResearchProjects_2_Electricity.xml
2,Core,ludeon.rimworld,Mortars,mortars,Industrial,2000,0,Main,,,Gunsmithing,Defs\ResearchProjectDefs\ResearchProjects_2_Electricity.xml
2,Core,ludeon.rimworld,BlowbackOperation,blowback operation,Industrial,500,0,Main,,,Gunsmithing,Defs\ResearchProjectDefs\ResearchProjects_2_Electricity.xml
2,Core,ludeon.rimworld,GasOperation,gas operation,Industrial,1000,0,Main,,,BlowbackOperation,Defs\ResearchProjectDefs\ResearchProjects_2_Electricity.xml
2,Core,ludeon.rimworld,GunTurrets,gun turrets,Industrial,500,0,Main,,,BlowbackOperation,Defs\ResearchProjectDefs\ResearchProjects_2_Electricity.xml
2,Core,ludeon.rimworld,FoamTurret,foam turret,Industrial,800,0,Main,,,GunTurrets,Defs\ResearchProjectDefs\ResearchProjects_2_Electricity.xml
2,Core,ludeon.rimworld,MicroelectronicsBasics,microelectronics,Industrial,3000,0,Main,,,Electricity,Defs\ResearchProjectDefs\ResearchProjects_3_Microelectronics.xml
2,Core,ludeon.rimworld,FlatscreenTelevision,flatscreen television,Industrial,2000,0,Main,HiTechResearchBench,,TubeTelevision;MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_3_Microelectronics.xml
2,Core,ludeon.rimworld,MoisturePump,moisture pump,Industrial,1200,0,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_3_Microelectronics.xml
2,Core,ludeon.rimworld,HospitalBed,hospital bed,Industrial,1200,0,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_3_Microelectronics.xml
2,Core,ludeon.rimworld,DeepDrilling,deep drilling,Industrial,1000,0,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_3_Microelectronics.xml
2,Core,ludeon.rimworld,GroundPenetratingScanner,ground-penetrating scanner,Industrial,1000,0,Main,HiTechResearchBench,,DeepDrilling,Defs\ResearchProjectDefs\ResearchProjects_3_Microelectronics.xml
2,Core,ludeon.rimworld,TransportPod,transport pod,Industrial,1000,0,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_3_Microelectronics.xml
2,Core,ludeon.rimworld,MedicineProduction,medicine production,Industrial,1500,0,Main,HiTechResearchBench,,DrugProduction;MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_3_Microelectronics.xml
2,Core,ludeon.rimworld,LongRangeMineralScanner,long-range mineral scanner,Industrial,2000,0,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_3_Microelectronics.xml
2,Core,ludeon.rimworld,ShieldBelt,shields,Spacer,1000,0,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_3_Microelectronics.xml
2,Core,ludeon.rimworld,PrecisionRifling,precision rifling,Industrial,1400,0,Main,HiTechResearchBench,,GasOperation;MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_3_Microelectronics.xml
2,Core,ludeon.rimworld,HeavyTurrets,autocannon turret,Industrial,1600,0,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_3_Microelectronics.xml
2,Core,ludeon.rimworld,MultibarrelWeapons,multibarrel weapons,Industrial,2600,0,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_3_Microelectronics.xml
2,Core,ludeon.rimworld,MultiAnalyzer,multi-analyzer,Industrial,4000,0,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_4_MultiAnalyzer.xml
2,Core,ludeon.rimworld,VitalsMonitor,vitals monitor,Industrial,2500,0,Main,HiTechResearchBench,MultiAnalyzer,MultiAnalyzer;HospitalBed,Defs\ResearchProjectDefs\ResearchProjects_4_MultiAnalyzer.xml
2,Core,ludeon.rimworld,Fabrication,fabrication,Industrial,4000,0,Main,HiTechResearchBench,MultiAnalyzer,MultiAnalyzer,Defs\ResearchProjectDefs\ResearchProjects_4_MultiAnalyzer.xml
2,Core,ludeon.rimworld,AdvancedFabrication,advanced fabrication,Industrial,4000,0,Main,HiTechResearchBench,MultiAnalyzer,Fabrication,Defs\ResearchProjectDefs\ResearchProjects_4_MultiAnalyzer.xml
2,Core,ludeon.rimworld,Cryptosleep,cryptosleep casket,Spacer,2000,0,Main,HiTechResearchBench,MultiAnalyzer,MultiAnalyzer,Defs\ResearchProjectDefs\ResearchProjects_4_MultiAnalyzer.xml
2,Core,ludeon.rimworld,ReconArmor,recon armor,Spacer,6000,0,Main,HiTechResearchBench,MultiAnalyzer,Fabrication,Defs\ResearchProjectDefs\ResearchProjects_4_MultiAnalyzer.xml
2,Core,ludeon.rimworld,PoweredArmor,marine armor,Spacer,6000,0,Main,HiTechResearchBench,MultiAnalyzer,ReconArmor,Defs\ResearchProjectDefs\ResearchProjects_4_MultiAnalyzer.xml
2,Core,ludeon.rimworld,ChargedShot,pulse-charged munitions,Spacer,3000,0,Main,HiTechResearchBench,MultiAnalyzer,Fabrication,Defs\ResearchProjectDefs\ResearchProjects_4_MultiAnalyzer.xml
2,Core,ludeon.rimworld,Bionics,bionic replacements,Spacer,2000,0,Main,HiTechResearchBench,MultiAnalyzer,Fabrication,Defs\ResearchProjectDefs\ResearchProjects_4_MultiAnalyzer.xml
2,Core,ludeon.rimworld,SniperTurret,uranium slug turret,Industrial,3000,0,Main,HiTechResearchBench,MultiAnalyzer,MultiAnalyzer;HeavyTurrets,Defs\ResearchProjectDefs\ResearchProjects_4_MultiAnalyzer.xml
2,Core,ludeon.rimworld,RocketswarmLauncher,rocketswarm launcher,Industrial,3000,0,Main,HiTechResearchBench,MultiAnalyzer,MultiAnalyzer;HeavyTurrets,Defs\ResearchProjectDefs\ResearchProjects_4_MultiAnalyzer.xml
2,Core,ludeon.rimworld,ShipBasics,starflight basics,Spacer,4000,0,Main,HiTechResearchBench,MultiAnalyzer,AdvancedFabrication,Defs\ResearchProjectDefs\ResearchProjects_5_Ship.xml
2,Core,ludeon.rimworld,ShipCryptosleep,vacuum cryptosleep casket,Spacer,2800,0,Main,HiTechResearchBench,MultiAnalyzer,ShipBasics,Defs\ResearchProjectDefs\ResearchProjects_5_Ship.xml
2,Core,ludeon.rimworld,ShipReactor,starship reactor,Spacer,6000,0,Main,HiTechResearchBench,MultiAnalyzer,ShipBasics,Defs\ResearchProjectDefs\ResearchProjects_5_Ship.xml
2,Core,ludeon.rimworld,ShipEngine,Johnson-Tanaka drive,Spacer,6000,0,Main,HiTechResearchBench,MultiAnalyzer,ShipBasics,Defs\ResearchProjectDefs\ResearchProjects_5_Ship.xml
2,Core,ludeon.rimworld,ShipComputerCore,machine persuasion,Spacer,3000,0,Main,HiTechResearchBench,MultiAnalyzer,ShipBasics,Defs\ResearchProjectDefs\ResearchProjects_5_Ship.xml
2,Core,ludeon.rimworld,ShipSensorCluster,starflight sensors,Spacer,4000,0,Main,HiTechResearchBench,MultiAnalyzer,ShipBasics,Defs\ResearchProjectDefs\ResearchProjects_5_Ship.xml
3,Royalty,ludeon.rimworld.royalty,NobleApparel,noble apparel,Medieval,400,0,Main,,,ComplexClothing,Defs\ResearchProjectDefs\ResearchProjects_Apparel.xml
3,Royalty,ludeon.rimworld.royalty,RoyalApparel,royal apparel,Medieval,400,0,Main,,,NobleApparel,Defs\ResearchProjectDefs\ResearchProjects_Apparel.xml
3,Royalty,ludeon.rimworld.royalty,CataphractArmor,cataphract armor,Spacer,6000,2,Main,HiTechResearchBench,MultiAnalyzer,PoweredArmor,Defs\ResearchProjectDefs\ResearchProjects_Apparel.xml
3,Royalty,ludeon.rimworld.royalty,JumpPack,jump packs,Industrial,2000,1,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_Apparel.xml
3,Royalty,ludeon.rimworld.royalty,Gunlink,gunlink,Industrial,2000,0,Main,HiTechResearchBench,MultiAnalyzer,Fabrication,Defs\ResearchProjectDefs\ResearchProjects_Apparel.xml
3,Royalty,ludeon.rimworld.royalty,BrainWiring,brain wiring,Spacer,2000,1,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_Implants.xml
3,Royalty,ludeon.rimworld.royalty,SpecializedLimbs,specialized limbs,Spacer,2000,1,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_Implants.xml
3,Royalty,ludeon.rimworld.royalty,CompactWeaponry,compact weaponry,Spacer,2000,1,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_Implants.xml
3,Royalty,ludeon.rimworld.royalty,VenomSynthesis,poison synthesis,Spacer,2000,1,Main,HiTechResearchBench,,CompactWeaponry,Defs\ResearchProjectDefs\ResearchProjects_Implants.xml
3,Royalty,ludeon.rimworld.royalty,ArtificialMetabolism,artificial metabolism,Ultra,2000,1,Main,HiTechResearchBench,MultiAnalyzer,Fabrication,Defs\ResearchProjectDefs\ResearchProjects_Implants.xml
3,Royalty,ludeon.rimworld.royalty,NeuralComputation,neural computation,Ultra,2000,1,Main,HiTechResearchBench,MultiAnalyzer,Fabrication,Defs\ResearchProjectDefs\ResearchProjects_Implants.xml
3,Royalty,ludeon.rimworld.royalty,SkinHardening,skin hardening,Ultra,2000,1,Main,HiTechResearchBench,MultiAnalyzer,Fabrication,Defs\ResearchProjectDefs\ResearchProjects_Implants.xml
3,Royalty,ludeon.rimworld.royalty,HealingFactors,healing factors,Ultra,2000,1,Main,HiTechResearchBench,MultiAnalyzer,Fabrication,Defs\ResearchProjectDefs\ResearchProjects_Implants.xml
3,Royalty,ludeon.rimworld.royalty,FleshShaping,flesh shaping,Ultra,2000,1,Main,HiTechResearchBench,MultiAnalyzer,Fabrication,Defs\ResearchProjectDefs\ResearchProjects_Implants.xml
3,Royalty,ludeon.rimworld.royalty,MolecularAnalysis,molecular analysis,Ultra,2000,1,Main,HiTechResearchBench,MultiAnalyzer,Fabrication,Defs\ResearchProjectDefs\ResearchProjects_Implants.xml
3,Royalty,ludeon.rimworld.royalty,CircadianInfluence,circadian influence,Ultra,2000,1,Main,HiTechResearchBench,MultiAnalyzer,Fabrication,Defs\ResearchProjectDefs\ResearchProjects_Implants.xml
3,Royalty,ludeon.rimworld.royalty,Harp,harp,Medieval,500,0,Main,,,ComplexFurniture,Defs\ResearchProjectDefs\ResearchProjects_MusicalInstruments.xml
3,Royalty,ludeon.rimworld.royalty,Harpsichord,harpsichord,Medieval,500,0,Main,,,Harp;Smithing,Defs\ResearchProjectDefs\ResearchProjects_MusicalInstruments.xml
3,Royalty,ludeon.rimworld.royalty,Piano,piano,Industrial,2000,0,Main,,,Harpsichord,Defs\ResearchProjectDefs\ResearchProjects_MusicalInstruments.xml
4,Ideology,ludeon.rimworld.ideology,Biosculpting,biosculpting,Industrial,1500,0,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
4,Ideology,ludeon.rimworld.ideology,Bioregeneration,bioregeneration,Industrial,4000,0,Main,HiTechResearchBench,MultiAnalyzer,Biosculpting;MultiAnalyzer,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
4,Ideology,ludeon.rimworld.ideology,NeuralSupercharger,neural supercharger,Industrial,1500,0,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
5,Biotech,ludeon.rimworld.biotech,BasicMechtech,basic mechtech,Industrial,200,0,Main,,,Electricity,Defs\ResearchProjectDefs\ResearchProjects_Mechanitor.xml
5,Biotech,ludeon.rimworld.biotech,StandardMechtech,standard mechtech,Industrial,1000,0,Main,,,BasicMechtech,Defs\ResearchProjectDefs\ResearchProjects_Mechanitor.xml
5,Biotech,ludeon.rimworld.biotech,HighMechtech,high mechtech,Industrial,3000,0,Main,HiTechResearchBench,MultiAnalyzer,StandardMechtech;MultiAnalyzer,Defs\ResearchProjectDefs\ResearchProjects_Mechanitor.xml
5,Biotech,ludeon.rimworld.biotech,UltraMechtech,ultra mechtech,Ultra,5000,0,Main,,MultiAnalyzer,Fabrication;HighMechtech,Defs\ResearchProjectDefs\ResearchProjects_Mechanitor.xml
5,Biotech,ludeon.rimworld.biotech,WastepackAtomizer,wastepack atomizer,Industrial,8000,0,Main,HiTechResearchBench,MultiAnalyzer,AdvancedFabrication,Defs\ResearchProjectDefs\ResearchProjects_Mechanitor.xml
5,Biotech,ludeon.rimworld.biotech,ToxifierGenerator,toxifier generator,Industrial,500,0,Main,,,Electricity,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
5,Biotech,ludeon.rimworld.biotech,Xenogermination,xenogenetics,Industrial,1000,0,Main,,,Electricity,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
5,Biotech,ludeon.rimworld.biotech,GeneProcessor,gene processor,Industrial,1500,0,Main,HiTechResearchBench,,Xenogermination;MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
5,Biotech,ludeon.rimworld.biotech,Archogenetics,archogenetics,Industrial,2500,0,Main,HiTechResearchBench,MultiAnalyzer,Fabrication;GeneProcessor,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
5,Biotech,ludeon.rimworld.biotech,Deathrest,deathrest,Industrial,1000,0,Main,,,Electricity,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
5,Biotech,ludeon.rimworld.biotech,FertilityProcedures,fertility procedures,Industrial,1000,0,Main,,,Electricity,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
5,Biotech,ludeon.rimworld.biotech,ToxGas,tox gas,Industrial,600,0,Main,,,Machining,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
5,Biotech,ludeon.rimworld.biotech,ToxFiltration,toxin filtration,Spacer,2000,0,Main,HiTechResearchBench,MultiAnalyzer,Fabrication,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
5,Biotech,ludeon.rimworld.biotech,GrowthVats,growth vats,Spacer,500,0,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
6,Odyssey,ludeon.rimworld.odyssey,Fishing,fishing,Neolithic,600,0,Main,,,,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
6,Odyssey,ludeon.rimworld.odyssey,BasicGravtech,basic gravtech,Industrial,300,0,Main,,,Electricity,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
6,Odyssey,ludeon.rimworld.odyssey,StandardGravtech,standard gravtech,Industrial,1200,0,Main,HiTechResearchBench,,BasicGravtech;MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
6,Odyssey,ludeon.rimworld.odyssey,AdvancedGravtech,advanced gravtech,Spacer,2000,0,Main,HiTechResearchBench,MultiAnalyzer,StandardGravtech;Fabrication,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
6,Odyssey,ludeon.rimworld.odyssey,OrbitalTech,orbital tech,Industrial,1000,0,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
6,Odyssey,ludeon.rimworld.odyssey,HeavyBridges,heavy bridges,Industrial,800,0,Main,,,,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
6,Odyssey,ludeon.rimworld.odyssey,BeamWeapons,beam weapons,Spacer,4000,0,Main,HiTechResearchBench,MultiAnalyzer,AdvancedFabrication;ChargedShot,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
6,Odyssey,ludeon.rimworld.odyssey,Shuttles,shuttle,Spacer,2500,0,Main,HiTechResearchBench,MultiAnalyzer,MultiAnalyzer;TransportPod,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
6,Odyssey,ludeon.rimworld.odyssey,HunterDrones,hunter drone,Industrial,1600,0,Main,HiTechResearchBench,,MicroelectronicsBasics,Defs\ResearchProjectDefs\ResearchProjects_Misc.xml
13,Vanilla Furniture Expanded,vanillaexpanded.vfecore,MF_BasicFurniture,basic furniture,Neolithic,300,0,VanillaExpanded,,,,1.6\Defs\ResearchDefs\ResearchProjects.xml
13,Vanilla Furniture Expanded,vanillaexpanded.vfecore,MF_RoyalFurniture,artisan furniture,Medieval,800,0,VanillaExpanded,,,ComplexFurniture,1.6\Defs\ResearchDefs\ResearchProjects.xml
13,Vanilla Furniture Expanded,vanillaexpanded.vfecore,MF_ModernFurniture,modern furniture,Industrial,800,0,VanillaExpanded,,,ComplexFurniture,1.6\Defs\ResearchDefs\ResearchProjects.xml
13,Vanilla Furniture Expanded,vanillaexpanded.vfecore,MF_WasteDisposal,waste disposal,Industrial,1200,0,VanillaExpanded,,,MF_ModernFurniture,1.6\Defs\ResearchDefs\ResearchProjects.xml
14,Vanilla Furniture Expanded - Farming,vanillaexpanded.vfefarming,VFE_Res_AdvancedHydroponics,artificial ecosystems,Spacer,2000,0,VanillaExpanded,HiTechResearchBench,MultiAnalyzer,MultiAnalyzer;Hydroponics,1.6\Defs\ResearchProjectDefs\ResearchProjects_VFE.xml
14,Vanilla Furniture Expanded - Farming,vanillaexpanded.vfefarming,VFE_Res_Sprinkler,sprinklers,Industrial,500,0,VanillaExpanded,,,Machining,1.6\Defs\ResearchProjectDefs\ResearchProjects_VFE.xml
14,Vanilla Furniture Expanded - Farming,vanillaexpanded.vfefarming,VFE_Res_FarmingTechniques,farming techniques,Medieval,300,0,VanillaExpanded,,,,1.6\Defs\ResearchProjectDefs\ResearchProjects_VFE.xml
16,Vanilla Furniture Expanded - Security,vanillaexpanded.vfesecurity,VFES_SiegeEquipment,siege equipment,Medieval,900,0,VanillaExpanded,,,Smithing,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
16,Vanilla Furniture Expanded - Security,vanillaexpanded.vfesecurity,VWE_TrenchWarfare,trench warfare,Industrial,700,0,VanillaExpanded,,,Mortars,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
16,Vanilla Furniture Expanded - Security,vanillaexpanded.vfesecurity,VFES_ConcealedDefenses,concealed defenses,Industrial,1100,0,VanillaExpanded,HiTechResearchBench,,GunTurrets,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
16,Vanilla Furniture Expanded - Security,vanillaexpanded.vfesecurity,VFES_Railgun,railgun,Spacer,2400,0,VanillaExpanded,HiTechResearchBench,MultiAnalyzer,ChargedShot;SniperTurret,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
16,Vanilla Furniture Expanded - Security,vanillaexpanded.vfesecurity,VFES_EMPCannon,electromagnetic pulse,Spacer,1600,0,VanillaExpanded,HiTechResearchBench,MultiAnalyzer,HeavyTurrets;ChargedShot,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
16,Vanilla Furniture Expanded - Security,vanillaexpanded.vfesecurity,VFES_RepulsorTechnology,repulsor technology,Ultra,6000,0,VanillaExpanded,HiTechResearchBench,MultiAnalyzer,AdvancedFabrication;ShieldBelt,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
17,Vanilla Furniture Expanded - Production,vanillaexpanded.vfeproduction,VFE_Manufacturing,Manufacturing,Industrial,6000,0,VanillaExpanded,,,Fabrication,1.6\Defs\ResearchProjects_Various.xml
26,Vanilla Furniture Expanded - Power,vanillaexpanded.vfepower,VFE_IndustrialGenerators,industrial generators,Industrial,1800,0,VanillaExpanded,,,Electricity,1.6\Defs\ResearchProjectDefs\ResearchProjects_2_Electricity.xml
26,Vanilla Furniture Expanded - Power,vanillaexpanded.vfepower,VFE_AdvancedBatteries,advanced battery,Spacer,2000,0,VanillaExpanded,HiTechResearchBench,MultiAnalyzer,Batteries,1.6\Defs\ResearchProjectDefs\ResearchProjects_2_Electricity.xml
26,Vanilla Furniture Expanded - Power,vanillaexpanded.vfepower,VFE_AdvancedPowerSources,advanced power sources,Spacer,2500,0,VanillaExpanded,HiTechResearchBench,MultiAnalyzer,MicroelectronicsBasics,1.6\Defs\ResearchProjectDefs\ResearchProjects_2_Electricity.xml
26,Vanilla Furniture Expanded - Power,vanillaexpanded.vfepower,VFE_NuclearPower,nuclear power,Spacer,3500,0,VanillaExpanded,HiTechResearchBench,MultiAnalyzer,MicroelectronicsBasics,1.6\Defs\ResearchProjectDefs\ResearchProjects_2_Electricity.xml
26,Vanilla Furniture Expanded - Power,vanillaexpanded.vfepower,VFE_TidalPower,tidal power,Industrial,3200,0,VanillaExpanded,,,Electricity,1.6\Defs\ResearchProjectDefs\ResearchProjects_2_Electricity.xml
30,Vanilla Factions Expanded - Pirates,oskarpotocki.vfe.pirates,VFEP_Warcaskets,warcaskets,Industrial,3000,0,VanillaExpanded,,,Machining,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
30,Vanilla Factions Expanded - Pirates,oskarpotocki.vfe.pirates,VFEP_AdvancedWarcaskets,advanced warcaskets,Industrial,4000,0,VanillaExpanded,HiTechResearchBench,,VFEP_Warcaskets,1.6\Defs\ResearchProjectDefs\ResearchProjects_Various.xml
